nation,player,position,club,league,nat_matches,nat_minutes,nat_xg_per_90,nat_shots_per_90,nat_key_passes_per_90,nat_prog_passes_per_90,nat_prog_carries_per_90,nat_pressures_per_90,club_minutes_2425,club_xg_per_90,club_xa_per_90,blended_xg90,found_in_understat,low_confidence
Serbia,Srđan Mijailović,,,,1,74,0.0,0.0,32.84,13.38,1.22,14.59,0,,,0.1307,False,True
Serbia,Srđan Babić,D,Spartak Moscow,RFPL,1,17,0.0,0.0,79.41,37.06,15.88,10.59,2340,0.0428,0.0073,0.0837,True,True
Serbia,Nikola Milenković,D,Nottingham Forest,EPL,6,567,0.0195,0.48,61.11,20.79,4.29,6.83,3330,0.1235,0.0282,0.0819,True,False
Serbia,Ivan Ilić,M S,Torino,Serie_A,4,250,0.0183,0.72,61.92,14.04,5.76,11.88,898,0.1137,0.0963,0.0755,True,False
Serbia,Strahinja Pavlović,D S,AC Milan,Serie_A,6,535,0.0299,0.34,55.51,23.38,5.89,13.46,1866,0.1046,0.0625,0.0747,True,False
Serbia,Stefan Mitrović,D S,Monza,Serie_A,1,40,0.0,0.0,42.75,11.25,2.25,9.0,355,0.0165,0.0,0.0655,True,True
Serbia,Nemanja Maksimović,M S,Lyon,Ligue_1,3,135,0.0,0.0,38.0,12.67,5.33,10.67,2084,0.0029,0.0612,0.049,True,True
Serbia,Milos Veljkovic,D S,Werder Bremen,Bundesliga,6,513,0.0,0.0,59.3,24.74,6.49,7.02,1029,0.0809,0.0236,0.0485,True,False
Serbia,Saša Lukić,M S,Fulham,EPL,6,470,0.0245,0.38,59.74,15.13,6.7,18.0,2380,0.0581,0.1172,0.0447,True,False
Serbia,Sergej Milinković-Savić,GK,Torino,Serie_A,6,370,0.101,1.46,47.43,17.03,2.92,12.16,3330,0.0,0.0032,0.0404,True,False
Serbia,Nemanja Gudelj,D M S,Sevilla,La_liga,4,181,0.0,0.0,58.18,19.89,6.46,14.92,2495,0.0546,0.0233,0.0328,True,False
Serbia,Vanja Milinković Savić,D S,Zenit St. Petersburg,RFPL,3,291,0.0,0.0,39.28,27.53,1.55,0.0,445,0.0295,0.0,0.0177,True,False
Serbia,Dušan Tadić,,,,6,427,0.013,0.21,44.89,12.22,5.48,10.96,0,,,0.013,False,False
Serbia,Andrija Živković,,,,6,461,0.0059,0.2,47.44,14.06,4.69,12.1,0,,,0.0059,False,False
Serbia,Filip Mladenović,GK,Venezia,Serie_A,4,181,0.0131,0.5,44.25,10.44,2.49,16.41,1367,0.0,0.0,0.0052,True,False
Serbia,Filip Kostić,,,,3,232,0.0047,0.39,49.27,16.68,6.59,13.19,0,,,0.0047,False,False
Serbia,Predrag Rajković,,,,4,267,0.0,0.0,35.06,25.62,1.01,0.0,0,,,0.0,False,False
Slovakia,David Strelec,,,,4,183,0.3095,3.44,19.67,3.93,0.98,13.28,0,,,0.3095,False,False
Slovakia,László Bénes,F M S,Union Berlin,Bundesliga,2,73,0.0992,1.23,62.88,12.33,2.47,6.16,522,0.1889,0.17,0.1708,True,True
Slovakia,Matúš Bero,M S,Bochum,Bundesliga,2,41,0.0312,2.2,54.88,13.17,2.2,17.56,2488,0.1839,0.1508,0.1667,True,True
Slovakia,Ľubomír Tupta,,,,1,11,0.2343,8.18,32.73,0.0,0.0,8.18,0,,,0.1518,False,True
Slovakia,Leo Sauer,,,,1,9,0.0,0.0,20.0,0.0,0.0,10.0,0,,,0.1473,False,True
Slovakia,Lukáš Haraslín,,,,4,263,0.1463,2.74,23.27,4.45,5.48,7.53,0,,,0.1463,False,False
Slovakia,Norbert Gyömbér,,,,1,31,0.0,0.0,107.42,49.35,17.42,20.32,0,,,0.1412,False,True
Slovakia,Peter Pekarík,,,,4,383,0.1293,0.7,30.08,6.11,2.82,6.81,0,,,0.1293,False,False
Slovakia,Ivan Schranz,F M S,Real Valladolid,La_liga,4,329,0.2399,1.37,24.62,6.02,0.82,14.5,1365,0.0439,0.1908,0.1223,True,False
Slovakia,Adam Obert,D M S,Cagliari,Serie_A,2,27,0.0,0.0,90.0,36.67,10.0,13.33,1072,0.0853,0.0383,0.1081,True,True
Slovakia,Juraj Kucka,,,,4,347,0.1076,2.07,32.42,8.3,1.82,15.56,0,,,0.1076,False,False
Slovakia,Tomáš Suslov,F M S,Verona,Serie_A,4,137,0.0,0.0,34.82,8.54,6.57,24.96,2123,0.0711,0.0864,0.0898,True,True
Slovakia,Dávid Ďuriš,D M S,Hoffenheim,Bundesliga,2,31,0.0,0.0,5.81,2.9,0.0,14.52,604,0.0138,0.1918,0.0648,True,True
Slovakia,Dávid Hancko,,,,4,379,0.0602,0.95,44.64,18.28,2.61,13.06,0,,,0.0602,False,False
Slovakia,Róbert Boženík,,,,4,212,0.0509,1.27,15.71,2.55,0.42,28.44,0,,,0.0509,False,False
Slovakia,Denis Vavro,D S,Wolfsburg,Bundesliga,4,393,0.0125,0.69,60.23,27.25,5.04,4.12,2468,0.0572,0.007,0.0393,True,False
Slovakia,Milan Škriniar,D S,Paris Saint Germain,Ligue_1,4,397,0.0498,0.68,64.38,25.84,7.03,2.72,380,0.0256,0.0335,0.0353,True,False
Slovakia,Ondrej Duda,M S,Verona,Serie_A,4,327,0.0371,0.55,48.17,11.28,2.2,19.27,2414,0.0331,0.1282,0.0347,True,False
Slovakia,Stanislav Lobotka,M S,Napoli,Serie_A,4,406,0.0049,0.22,53.87,15.07,4.21,11.08,2678,0.0085,0.0426,0.0071,True,False
Slovakia,Martin Dúbravka,GK,Newcastle United,EPL,4,395,0.0,0.0,37.37,27.57,2.28,0.23,900,0.0,0.0,0.0,True,False
Slovenia,Benjamin Šeško,F M S,RasenBallsport Leipzig,Bundesliga,4,360,0.2111,2.0,18.0,4.0,3.0,15.5,2436,0.4006,0.0939,0.3248,True,False
Slovenia,Andraž Šporar,,,,4,347,0.324,2.07,17.64,2.85,1.3,13.75,0,,,0.324,False,False
Slovenia,Josip Iličić,,,,2,31,2.4061,5.81,26.13,11.61,0.0,26.13,0,,,0.2817,False,True
Slovenia,Jure Balkovec,,,,2,124,0.5687,0.73,26.85,14.52,0.73,13.79,0,,,0.2332,False,True
Slovenia,David Brekalo,,,,2,5,0.0,0.0,18.0,18.0,0.0,0.0,0,,,0.1485,False,True
Slovenia,Žan Vipotnik,,,,1,20,0.0,0.0,13.5,9.0,0.0,27.0,0,,,0.1442,False,True
Slovenia,Žan Celar,,,,3,69,0.0509,1.3,23.48,3.91,1.3,19.57,0,,,0.138,False,True
Slovenia,Jon Gorenc Stankovič,,,,4,96,0.0367,0.94,20.62,11.25,0.0,15.94,0,,,0.1318,False,True
Slovenia,Benjamin Verbič,D S,RasenBallsport Leipzig,Bundesliga,3,82,0.9093,2.2,15.37,4.39,4.39,25.24,933,0.0391,0.2248,0.1263,True,True
Slovenia,Žan Karničnik,,,,4,395,0.0811,0.68,43.29,15.27,4.1,15.49,0,,,0.0811,False,False
Slovenia,Adam Gnezda Čerin,,,,4,394,0.0653,0.91,37.69,13.48,2.51,28.1,0,,,0.0653,False,False
Slovenia,Timi Elšnik,,,,4,362,0.0535,0.75,29.34,12.18,4.72,18.65,0,,,0.0535,False,False
Slovenia,Jan Mlakar,,,,4,292,0.0508,0.62,20.03,6.78,2.47,16.34,0,,,0.0508,False,False
Slovenia,Jaka Bijol,D,Udinese,Serie_A,4,399,0.0081,0.23,30.9,14.21,0.9,10.38,2964,0.065,0.0205,0.0422,True,False
Slovenia,Erik Janža,,,,3,272,0.0184,0.99,38.38,15.88,2.98,22.17,0,,,0.0184,False,False
Slovenia,Vanja Drkušić,D S,Zenit St. Petersburg,RFPL,4,382,0.0,0.0,24.03,10.37,1.41,12.72,445,0.0295,0.0,0.0177,True,False
Slovenia,Petar Stojanović,,,,4,319,0.0065,0.28,31.03,10.44,6.77,13.26,0,,,0.0065,False,False
Slovenia,Jan Oblak,GK,Atletico Madrid,La_liga,4,400,0.0,0.0,29.02,24.52,0.45,0.0,3240,0.0,0.0,0.0,True,False
South Korea,Heung-Min Son,F M S,Tottenham,EPL,4,385,0.1061,2.1,28.52,5.61,4.91,8.42,2135,0.3333,0.3813,0.2424,True,False
South Korea,Gue-Sung Cho,,,,4,295,0.2174,2.44,18.31,5.49,1.22,17.69,0,,,0.2174,False,False
South Korea,Kang-In Lee,F M S,Paris Saint Germain,Ligue_1,4,169,0.0628,2.66,41.01,15.44,4.79,18.11,1670,0.2323,0.367,0.1906,True,True
South Korea,Young-Gwon Kim,,,,4,371,0.1672,0.49,50.94,26.44,5.09,3.88,0,,,0.1672,False,False
South Korea,Ui-Jo Hwang,,,,4,124,0.2345,0.73,7.98,0.73,0.0,13.06,0,,,0.1668,False,True
South Korea,Woo-Yeong Jeong,F M S,Union Berlin,Bundesliga,1,48,0.0564,1.88,30.0,5.62,0.0,26.25,1308,0.182,0.1087,0.1659,True,True
South Korea,Hee-Chan Hwang,F M S,Wolverhampton Wanderers,EPL,2,126,0.4057,4.29,40.71,7.86,6.43,20.71,623,0.1154,0.0412,0.1498,True,True
South Korea,Yu-Min Cho,,,,1,1,0.0,0.0,0.0,0.0,0.0,90.0,0,,,0.1497,False,True
South Korea,Seung-Ho Paik,,,,1,30,0.0692,3.0,72.0,21.0,0.0,21.0,0,,,0.1454,False,True
South Korea,Jae-Sung Lee,M S,Mainz 05,Bundesliga,3,210,0.0092,0.43,41.14,6.0,6.0,27.0,2711,0.2275,0.1602,0.1402,True,False
South Korea,Chul Hong,,,,1,45,0.0,0.0,40.0,12.0,2.0,14.0,0,,,0.1376,False,True
South Korea,Chang-Hoon Kwon,,,,1,54,0.0,0.0,38.33,6.67,1.67,18.33,0,,,0.1354,False,True
South Korea,Jun-Ho Son,,,,3,80,0.0,0.0,68.62,24.75,0.0,19.12,0,,,0.1293,False,True
South Korea,Sang-Ho Na,,,,2,130,0.0415,0.69,26.31,4.15,4.15,17.31,0,,,0.1276,False,True
South Korea,Kyung-Won Kwon,,,,2,103,0.0048,0.87,37.57,11.36,1.75,1.75,0,,,0.1252,False,True
South Korea,Woo-Young Jung,F M S,Union Berlin,Bundesliga,4,323,0.0031,0.28,57.96,23.41,1.67,13.1,1308,0.182,0.1087,0.1104,True,False
South Korea,Jin-Su Kim,,,,4,340,0.0755,0.79,37.32,12.97,2.12,5.82,0,,,0.0755,False,False
South Korea,Min Jae Kim,D,Bayern Munich,Bundesliga,3,282,0.0338,0.64,59.68,27.45,5.74,5.43,2307,0.0803,0.0103,0.0617,True,False
South Korea,In-Beom Hwang,,,,4,357,0.0499,1.51,62.27,24.45,3.53,12.86,0,,,0.0499,False,False
South Korea,Moon-Hwan Kim,,,,4,387,0.0,0.0,56.28,13.95,2.09,9.3,0,,,0.0,False,False
South Korea,Seung-Gyu Kim,,,,4,381,0.0,0.0,30.24,19.37,1.89,0.0,0,,,0.0,False,False
Spain,Ayoze Pérez Gutiérrez,F S,Villarreal,La_liga,1,16,1.8222,16.88,16.88,0.0,16.88,11.25,1987,0.6897,0.1417,0.4946,True,True
Spain,Carlos Soler Barragán,,,,2,100,1.1443,4.5,75.6,18.9,8.1,8.1,0,,,0.3157,False,True
Spain,Anssumane Fati,M S,Barcelona,La_liga,2,53,0.0,0.0,47.55,3.4,1.7,5.09,228,0.4349,0.0489,0.3152,True,True
Spain,Lamine Yamal Nasraoui Ebana,F M S,Lecce,Serie_A,7,514,0.2779,3.15,35.89,7.0,9.63,19.61,592,0.2375,0.1486,0.2537,True,False
Spain,Marco Asensio Willemsen,,,,4,233,0.2349,3.86,45.19,6.95,4.64,10.82,0,,,0.2349,False,False
Spain,Sergio Busquets i Burgos,,,,4,373,0.214,0.72,69.97,19.3,2.65,9.65,0,,,0.214,False,False
Spain,Alejandro Grimaldo García,F M S,Rayo Vallecano,La_liga,2,121,0.0,0.0,77.36,11.9,6.69,8.18,2581,0.2628,0.2003,0.206,True,True
Spain,Daniel Olmo Carvajal,D S,Real Madrid,La_liga,10,820,0.2702,3.18,41.82,8.12,5.6,13.28,613,0.1616,0.0186,0.205,True,False
Spain,Fabián Ruiz Peña,,,,6,565,0.1839,2.71,69.45,19.43,5.42,13.38,0,,,0.1839,False,False
Spain,Ferrán Torres García,D S,Real Madrid,La_liga,9,380,0.3545,2.13,31.03,3.79,3.55,15.16,2180,0.0505,0.0915,0.1721,True,False
Spain,Álvaro Borja Morata Martín,D M S,Genoa,Serie_A,11,635,0.3793,3.12,21.54,4.39,1.98,21.97,3100,0.0214,0.1677,0.1646,True,False
Spain,Daniel Vivian Moreno,D,Crystal Palace,EPL,2,128,0.0327,0.7,74.53,33.05,9.14,11.25,3237,0.161,0.1652,0.147,True,True
Spain,Mikel Merino Zazón,,,,6,201,0.146,1.34,60.9,20.15,4.03,20.6,0,,,0.146,False,False
Spain,Pedro González López,M S,Leganes,La_liga,8,559,0.1371,0.97,83.4,23.02,4.83,18.52,374,0.1458,0.2139,0.1423,True,False
Spain,Alejandro Baena Rodríguez,F S,Getafe,La_liga,2,34,0.0,0.0,31.76,13.24,7.94,47.65,831,0.1413,0.0691,0.141,True,True
Spain,Mikel Oyarzabal Ugarte,M S,Manchester United,EPL,7,212,0.2545,2.55,28.44,5.09,1.7,24.2,1802,0.0543,0.0807,0.1344,True,False
Spain,Jorge Resurrección Merodio,,,,2,60,0.0,0.0,94.5,19.5,3.0,9.0,0,,,0.1339,False,True
Spain,Pablo Sarabia García,D S,"Fiorentina,Monza",Serie_A,1,4,19.9705,45.0,112.5,22.5,0.0,0.0,2731,0.0107,0.0043,0.1293,True,True
Spain,Marcos Llorente Moreno,,,,1,123,0.018,0.73,76.1,19.76,2.2,11.71,0,,,0.1239,False,True
Spain,Daniel Carvajal Ramos,D,Crystal Palace,EPL,7,626,0.0501,0.29,66.13,17.25,3.02,9.63,3237,0.161,0.1652,0.1166,True,False
Spain,César Azpilicueta Tanco,,,,2,145,0.0,0.0,111.1,28.55,11.17,5.59,0,,,0.1163,False,True
Spain,Jesús Navas González,,,,3,162,0.0,0.0,41.11,5.0,5.0,11.11,0,,,0.1133,False,True
Spain,Fermin Lopez Marin,D M S,Wolverhampton Wanderers,EPL,1,33,0.1038,5.45,27.27,8.18,8.18,30.0,1366,0.0785,0.0849,0.106,True,True
Spain,Alejandro Balde Martínez,D,Manchester United,EPL,4,139,0.0503,0.65,77.05,14.24,5.83,12.95,1762,0.0862,0.0693,0.103,True,True
Spain,David Raya Martin,M S,Real Valladolid,La_liga,1,95,0.0,0.0,38.84,22.74,0.95,0.0,1740,0.0865,0.0714,0.1023,True,True
Spain,Martín Zubimendi Ibáñez,M S,Girona,La_liga,4,147,0.0,0.0,71.63,22.65,6.73,23.27,2054,0.0627,0.0827,0.084,True,True
Spain,Nicholas Williams Arthuer,D S,Hoffenheim,Bundesliga,10,649,0.1315,1.66,39.24,5.82,7.49,18.17,2191,0.0515,0.0036,0.0835,True,False
Spain,Pau Francisco Torres,D S,Aston Villa,EPL,1,97,0.0,0.0,176.29,49.18,29.69,1.86,2011,0.0173,0.0065,0.0606,True,True
Spain,José Luis Sanmartín Mato,GK,Wolverhampton Wanderers,EPL,2,91,0.1412,2.97,13.85,0.0,0.99,14.84,2610,0.0,0.0023,0.0595,True,True
Spain,Robin Aime Robert Le Normand,D S,Atletico Madrid,La_liga,6,457,0.0583,0.59,69.12,22.84,6.5,4.33,2140,0.0587,0.0286,0.0585,True,False
Spain,Aymeric Laporte,,,,9,848,0.0328,0.64,97.54,35.34,13.58,3.71,0,,,0.0328,False,False
Spain,José Ignacio Fernández Iglesias,D M S,Getafe,La_liga,4,272,0.0,0.0,46.32,18.2,5.29,3.97,2888,0.0444,0.0631,0.0266,True,False
Spain,Rodrigo Hernández Cascante,,,,10,951,0.0186,0.57,105.52,31.89,9.94,10.22,0,,,0.0186,False,False
Spain,Pablo Martín Páez Gavira,,,,4,296,0.0171,0.3,46.52,8.51,4.86,17.33,0,,,0.0171,False,False
Spain,Jordi Alba Ramos,,,,4,273,0.0151,0.66,122.31,29.01,4.29,10.88,0,,,0.0151,False,False
Spain,Marc Cucurella Saseta,D S,"Como,Lecce",Serie_A,6,561,0.0025,0.16,58.88,16.04,4.01,14.44,325,0.0,0.1154,0.001,True,False
Spain,Unai Simón Mendibil,,,,10,979,0.0,0.0,37.14,24.36,0.46,0.0,0,,,0.0,False,False
Switzerland,Breel-Donald Embolo,F M S,Monaco,Ligue_1,9,639,0.5579,1.97,16.2,2.82,2.39,15.63,1853,0.6012,0.2857,0.5839,True,False
Switzerland,Xherdan Shaqiri,,,,5,308,0.3987,2.05,40.62,11.4,2.63,8.18,0,,,0.3987,False,False
Switzerland,Mohamed Zeki Amdouni,F M S,Wolfsburg,Bundesliga,4,65,1.2918,4.15,20.77,6.92,4.15,31.85,2512,0.3892,0.1544,0.3461,True,True
Switzerland,Noah Okafor,F M S,"AC Milan,Napoli",Serie_A,3,50,0.0578,1.8,37.8,5.4,7.2,28.8,435,0.4614,0.1581,0.3335,True,True
Switzerland,Dan Ndoye,F M S,Bologna,Serie_A,5,411,0.2716,3.07,24.09,2.85,6.35,16.86,2166,0.3555,0.1697,0.3219,True,False
Switzerland,Ruben Vargas,F M S,Sevilla,La_liga,9,597,0.1488,1.21,35.28,7.24,5.88,14.17,693,0.3617,0.1343,0.2765,True,False
Switzerland,Kwadwo Duah,,,,3,112,0.4681,3.21,19.29,5.62,2.41,19.29,0,,,0.2082,False,True
Switzerland,Christian Fassnacht,,,,1,15,1.9009,6.0,60.0,18.0,24.0,12.0,0,,,0.201,False,True
Switzerland,Haris Seferović,,,,3,78,0.3119,1.15,16.15,4.62,3.46,8.08,0,,,0.1718,False,True
Switzerland,Vincent Sierro,M S,Toulouse,Ligue_1,4,48,0.0384,1.88,45.0,15.0,1.88,20.62,2433,0.1575,0.1582,0.1506,True,True
Switzerland,Fabian Frei,M S,VfB Stuttgart,Bundesliga,2,30,0.0,0.0,39.0,6.0,0.0,21.0,855,0.1553,0.2256,0.1498,True,True
Switzerland,Ardon Jashari,,,,1,6,0.0,0.0,90.0,30.0,0.0,15.0,0,,,0.1482,False,True
Switzerland,Steven Zuber,,,,2,74,0.1141,2.43,42.57,10.95,2.43,12.16,0,,,0.1454,False,True
Switzerland,Fabian Lukas Schär,D S,Newcastle United,EPL,7,632,0.1577,1.14,47.85,22.22,3.99,7.55,2938,0.1288,0.012,0.1404,True,False
Switzerland,Renato Steffen,,,,2,35,0.0,0.0,38.57,10.29,5.14,2.57,0,,,0.1402,False,True
Switzerland,Leonidas Stergiou,D S,VfB Stuttgart,Bundesliga,3,57,0.0,0.0,18.95,6.32,0.0,37.89,866,0.0912,0.0658,0.1086,True,True
Switzerland,Manuel Obafemi Akanji,D S,Manchester City,EPL,9,871,0.1722,0.52,60.65,24.7,8.06,5.68,2017,0.0451,0.0189,0.0959,True,False
Switzerland,Fabian Rieder,M S,VfB Stuttgart,Bundesliga,7,304,0.0024,0.3,34.34,10.95,3.85,33.75,855,0.1553,0.2256,0.0941,True,False
Switzerland,Silvan Widmer,D S,Mainz 05,Bundesliga,7,576,0.033,0.47,45.47,15.94,2.19,13.44,456,0.1304,0.0678,0.0914,True,False
Switzerland,Eray Ervin Cömert,D M S,Real Valladolid,La_liga,2,54,0.0,0.0,68.33,33.33,8.33,11.67,1800,0.0603,0.0,0.0903,True,True
Switzerland,Djibril Sow,M S,Sevilla,La_liga,4,264,0.0513,0.68,33.07,8.52,4.77,14.32,2095,0.1151,0.0867,0.0896,True,False
Switzerland,Denis Lemi Zakaria Lako Lado,D S,Wolfsburg,Bundesliga,3,87,0.0433,1.03,30.0,7.24,1.03,12.41,2468,0.0572,0.007,0.088,True,True
Switzerland,Nico Elvedi,D,Borussia M.Gladbach,Bundesliga,2,189,0.0905,0.48,67.14,19.52,10.0,7.14,2141,0.0772,0.01,0.0825,True,False
Switzerland,Edimilson Fernandes,D M S,Brest,Ligue_1,3,162,0.0162,0.56,45.0,12.22,2.78,7.78,1111,0.0258,0.0597,0.0624,True,True
Switzerland,Remo Freuler,M,Bologna,Serie_A,9,786,0.0866,0.69,43.97,10.19,2.29,19.24,3230,0.0417,0.0546,0.0597,True,False
Switzerland,Gregor Kobel,GK,Borussia Dortmund,Bundesliga,1,99,0.0,0.0,26.36,18.18,0.91,0.0,2880,0.0,0.0005,0.0501,True,True
Switzerland,Michel Aebischer,M S,Bologna,Serie_A,6,511,0.0159,0.35,44.74,13.39,2.11,16.73,729,0.0536,0.0475,0.0385,True,False
Switzerland,Granit Xhaka,M,Bayer Leverkusen,Bundesliga,9,872,0.0462,1.03,66.57,21.47,4.03,10.22,2905,0.025,0.1249,0.0335,True,False
Switzerland,Ricardo Iván Rodríguez Araya,,,,9,869,0.0076,0.31,49.71,16.88,4.45,7.56,0,,,0.0076,False,False
Switzerland,Yann Sommer,GK,Inter,Serie_A,8,759,0.0,0.0,33.79,18.62,1.42,0.12,2970,0.0,0.0,0.0,True,False
Tunisia,Issam Jebali,,,,3,193,0.2766,1.4,17.25,2.33,1.4,17.25,0,,,0.2766,False,False
Tunisia,Youssef Msakni,,,,2,176,0.3286,4.6,35.8,12.27,7.16,10.74,0,,,0.1965,False,True
Tunisia,Ali Abdi,D S,Nice,Ligue_1,3,210,0.0,0.0,46.71,21.86,3.43,12.0,1410,0.3125,0.151,0.1875,True,False
Tunisia,Mohamed Dräger,,,,2,138,0.198,2.61,33.26,11.09,1.3,13.04,0,,,0.1604,False,True
Tunisia,Wahbi Khazri,F M S,Montpellier,Ligue_1,2,89,0.3011,5.06,20.22,7.08,4.04,10.11,1084,0.1379,0.1677,0.1519,True,True
Tunisia,Hannibal Mejbri,,,,1,10,0.0,0.0,18.0,0.0,0.0,9.0,0,,,0.1471,False,True
Tunisia,Ghilane Chalali,,,,1,22,0.0,0.0,20.45,12.27,0.0,24.55,0,,,0.1437,False,True
Tunisia,Taha Yassine Khenissi,,,,2,36,0.0323,2.5,7.5,2.5,2.5,12.5,0,,,0.1421,False,True
Tunisia,Naïm Sliti,,,,2,124,0.1018,0.73,36.29,13.06,5.08,13.06,0,,,0.1404,False,True
Tunisia,Nader Ghandri,D S,FK Akhmat,RFPL,1,98,0.0,0.0,27.55,8.27,0.92,1.84,1717,0.1465,0.0178,0.1381,True,True
Tunisia,Ferjani Sassi,,,,2,58,0.0314,1.55,52.76,24.83,4.66,21.72,0,,,0.1377,False,True
Tunisia,Mohamed Ali Ben Romdhane,,,,1,71,0.0,0.0,24.08,1.27,7.61,12.68,0,,,0.1313,False,True
Tunisia,Anis Ben Slimane,,,,2,150,0.0605,0.6,29.4,6.0,1.8,12.6,0,,,0.1293,False,True
Tunisia,Ali Maâloul,,,,1,98,0.0,0.0,56.02,22.04,0.0,7.35,0,,,0.1254,False,True
Tunisia,Dylan Daniel Mahmoud Bronn,,,,2,167,0.0318,0.54,51.2,19.94,2.16,5.93,0,,,0.1204,False,True
Tunisia,Wajdi Kechrida,,,,3,127,0.0,0.0,46.77,12.76,7.09,6.38,0,,,0.1196,False,True
Tunisia,Ellyes Joris Skhiri,M S,Eintracht Frankfurt,Bundesliga,3,287,0.0317,0.63,40.14,18.19,2.51,16.62,2245,0.0626,0.0794,0.0502,True,False
Tunisia,Aïssa Bilal Laïdouni,,,,3,252,0.0289,0.71,42.5,14.64,4.29,11.79,0,,,0.0289,False,False
Tunisia,Yassine Meriah,,,,3,290,0.0143,0.31,52.14,23.28,1.55,9.0,0,,,0.0143,False,False
Tunisia,Montassar Omar Talbi,,,,3,290,0.0038,0.31,41.28,18.93,3.41,7.76,0,,,0.0038,False,False
Tunisia,Aymen Dahmen,,,,3,292,0.0,0.0,23.73,16.95,0.62,0.0,0,,,0.0,False,False
Turkey,Orkun Kökçü,,,,4,235,0.3062,2.3,47.49,12.26,5.36,11.11,0,,,0.3062,False,False
Turkey,Muhammed Kerem Aktürkoğlu,,,,5,122,0.9193,4.43,27.3,12.54,7.38,17.7,0,,,0.3009,False,True
Turkey,Merih Demiral,,,,4,220,0.2933,1.23,39.68,13.09,0.82,8.59,0,,,0.2933,False,False
Turkey,Arda Güler,F M S,Real Madrid,La_liga,5,374,0.0804,2.17,46.44,8.66,4.33,14.44,1252,0.2875,0.4435,0.2047,True,False
Turkey,Bertuğ Özgür Yıldırım,F S,Getafe,La_liga,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1101,0.213,0.0934,0.1877,True,True
Turkey,Cenk Tosun,,,,2,30,0.6177,9.0,12.0,6.0,6.0,12.0,0,,,0.1765,False,True
Turkey,Kenan Yildiz,F M S,Juventus,Serie_A,5,345,0.154,2.87,28.7,3.39,4.7,11.48,2414,0.1832,0.2111,0.1715,True,False
Turkey,Semih Kılıçsoy,,,,1,6,1.7098,15.0,15.0,0.0,0.0,0.0,0,,,0.1685,False,True
Turkey,Yusuf Yazıcı,,,,2,64,0.2606,4.22,26.72,7.03,0.0,16.88,0,,,0.1626,False,True
Turkey,Uğurcan Çakır,,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.1497,False,True
Turkey,İrfan Can Kahveci,,,,1,10,0.0,0.0,0.0,0.0,0.0,36.0,0,,,0.1471,False,True
Turkey,Hakan Çalhanoğlu,M S,Inter,Serie_A,4,365,0.0666,2.47,63.62,15.04,3.95,12.08,1999,0.1987,0.3172,0.1459,True,False
Turkey,Okay Yokuşlu,,,,3,66,0.0552,1.36,36.82,5.45,5.45,13.64,0,,,0.1389,False,True
Turkey,Yunus Akgün,,,,1,69,0.0,0.0,22.17,6.52,6.52,24.78,0,,,0.1318,False,True
Turkey,İsmail Yüksek,,,,3,155,0.0266,0.58,57.48,15.68,2.9,21.48,0,,,0.1208,False,True
Turkey,Mert Müldür,,,,4,355,0.1185,0.76,42.85,14.2,6.34,9.38,0,,,0.1185,False,False
Turkey,Ferdi Erenay Kadıoğlu,D M S,Brighton,EPL,5,469,0.0106,0.38,54.5,14.01,9.02,12.28,401,0.1352,0.0369,0.0854,True,False
Turkey,Samet Akaydin,,,,4,346,0.0835,0.52,53.84,19.51,3.64,8.32,0,,,0.0835,False,False
Turkey,Mehmet Zeki Çelik,D M S,Roma,Serie_A,3,116,0.188,0.78,41.9,10.86,3.88,10.86,2270,0.0245,0.0738,0.0776,True,True
Turkey,Salih Özcan,M S,"Borussia Dortmund,Wolfsburg",Bundesliga,4,155,0.015,0.58,41.81,9.29,1.16,25.55,697,0.0366,0.1235,0.0692,True,True
Turkey,Barış Alper Yılmaz,,,,5,473,0.0665,0.76,20.17,3.62,4.95,13.13,0,,,0.0665,False,False
Turkey,Kaan Ayhan,,,,5,365,0.0575,0.74,46.36,15.04,2.22,7.89,0,,,0.0575,False,False
Turkey,Abdülkerim Bardakcı,,,,4,373,0.0533,0.48,52.12,21.72,3.62,6.27,0,,,0.0533,False,False
Turkey,Altay Bayındır,GK,Manchester United,EPL,1,95,0.0,0.0,33.16,21.79,2.84,0.0,360,0.0,0.0,0.0504,True,True
Turkey,Fehmi Mert Günok,,,,4,374,0.0,0.0,30.8,23.82,0.72,0.0,0,,,0.0,False,False
Ukraine,Artem Dovbyk,F S,Roma,Serie_A,3,250,0.1962,2.16,12.6,1.08,0.72,11.16,2454,0.5265,0.1071,0.3944,True,False
Ukraine,Roman Yaremchuk,,,,3,128,0.4652,4.22,19.69,2.11,2.11,21.8,0,,,0.2142,False,True
Ukraine,Andriy Yarmolenko,,,,3,113,0.4136,3.19,39.82,10.35,5.58,7.96,0,,,0.1986,False,True
Ukraine,Mykhailo Mudryk,,,,2,178,0.1505,3.03,26.29,9.61,7.58,7.08,0,,,0.1501,False,True
Ukraine,Maksym Talovierov,,,,1,1,0.0,0.0,90.0,0.0,0.0,0.0,0,,,0.1497,False,True
Ukraine,Serhii Sydorchuk,,,,1,8,0.0,0.0,22.5,22.5,11.25,56.25,0,,,0.1476,False,True
